Code,Nome,Nome fantasia,Governança
LOGR,LOG E PRINT GRAFICA E LOGISTICA S/A,LOGPRINT,-
LGCM,LOG ENERGIA COMERCIALIZADORA S.A.,LOG ENERGIA,-
VAND,LOGBRAS SALVADOR EMPREENDIMENTOS IMOBILIARIOS S/A,LOGBRAS,-
LOGN,LOG-IN LOGISTICA INTERMODAL S.A.,LOG-IN,NM
LGAM,LOGISTICA AMBIENTAL DE SAO PAULO S/A - LOGA,LOGA,-
LJQQ,LOJAS QUERO-QUERO S/A,QUERO-QUERO,NM
LREN,LOJAS RENNER S.A.,LOJAS RENNER,NM
RCHL,LOJAS RIACHUELO S / A,RIACHUELO,-
LONG,LONGFORD PARTICIPACOES E EMPREENDIMENTOS S.A.,LONGFORD,-
LPPP,LPP I EMPREENDIMENTOS E PARTICIPACOES S.A.,LPP I EMPREE,-
LPSB,LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,LOPES BRASIL,NM
LRCO,LRC 247 PARTICIPACOES LTDA,LRC,-
LSHB,LSH BARRA EMPREENDIMENTOS IMOBILIARIOS S A,LSHBARRA,-
LUIN,LUCENA INFRAESTRUTURA LTDA.,LUCENA INFRA,-
LUEP,LUCIO EMPREENDIMENTOS E PARTICIPACOES LTDA,LUCIO,-
LUFP,LUFT PARTICIPACOES S.A.,LUFTPART,-
LUGH,LUIZ GONZAGA HOLDING S.A.,LUIZ GONZAGA,-
FMXS,LUIZACRED S/A SOCIEDADE DE CREDITO FINANCIAMENTO E,LUIZACREDCFI,-
LMNE,LUMINAE S.A.,LUMINAE S/A,-
LUPA,LUPATECH S.A.,LUPATECH,NM
LWAT,LWART SOLUÇÕES AMBIENTAIS S.A.,LWART,-
LWSA,LWSA S.A.,LWSA,NM
LYRI,LYRIO V PARTICIPACOES S.A,LYRIO,-
CSSB,M.CASSAB COMÉRCIO E INDÚSTRIA LTDA.,M.CASSAB COM,-
MDIA,M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,M.DIASBRANCO,NM
MIVS,M.INVEST PLANEJAMENTO E ADMINISTRACAO DE SHOPPING,MINVEST,-
MDOZ,M12 PARTICIPACOES EMPRESARIAIS S.A.,M12 PARTICIP,-
MDRI,MADRI ADMINISTRACAO INTERMEDIACAO E PARTICIPACAO S,MADRIPART,-
MSRO,MAESTRO LOCADORA DE VEICULOS S.A.,MAESTROLOC,-
MGLU,MAGAZINE LUIZA S.A.,MAGAZ LUIZA,NM
MGNU,MAGNUM TIRES DISTRIBUIDORA DE PNEUS S/A,MAGNUMTIRESD,-
LEVE,MAHLE-METAL LEVE S.A.,METAL LEVE,NM
MAIB,MAIA E BORBA S.A.,MAIAEBORBA,-
MJMA,MAIOJAMA EMPREENDIMENTOS IMOBILIARIOS S.A.,MAIOJAMAEMPR,-
MINC,MAIRIPORA INCORPORADORA LTDA.,MAIRIPORA,-
NSPE,MAIS SHOPPING NITEROI EMPREENDIMENTOS E PARTICIPAC,MAISSHOPPING,-
MAAT,MAISATIVO INTERMEDIACAO DE ATIVOS LTDA.,MAISATIVO,-
MAKR,MAKRO ATACADISTA S/A,MAKROATACADI,-
MNAU,MANAUS AMBIENTAL S.A.,MANAUSAMBIEN,-
MANT,MANAUS TRANSMISSORA DE ENERGIA S.A.,MANAUS TRANS,-
MNDC,MANDIC S/A,MANDIC,-
MGEL,MANGELS INDUSTRIAL S.A.,MANGELS INDL,-
MNTQ,MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.,MANTIQUEIRA,-
PRMX,MANUFAT. PRODUTOS ALIMENTACAO ANIMAL PREMIX LTDA,MANUF PREMIX,-
ESTR,MANUFATURA DE BRINQUEDOS ESTRELA S.A.,ESTRELA,-
MAQN,MAQUINA DE VENDAS BRASIL PARTICIPAÇÕES S.A.,MAQBRASIL,-
MCEN,MARACANA ENERGETICA S/A,MARACANA S/A,-
MRCN,MARACANAU GERADORA DE ENERGIA S.A.,MARACANAU,-
GATU,MARANGATU HOLDING S.A,MARANGATU,-
MRPH,MARAPÉ HOLDING E PARTICIPAÇÕES S.A.,MARAPE HOLD,-
POMO,MARCOPOLO S.A.,MARCOPOLO,N2
MRHL,MARECHAL RONDON TRANSMISSORA DE ENERGIA S.A.,MARECHALRON,-
CCPM,MARFIM EMPREENDIMENTOS IMOBILIARIOS S/A,MARFIM EMP,-
MRFG,MARFRIG GLOBAL FOODS S.A.,MARFRIG,NM
MALN,MARILAN ALIMENTOS S.A.,MARILAN,-
AMAR,MARISA LOJAS S.A.,LOJAS MARISA,NM
MVST,MARISOL VESTUARIO S.A,MARISOL,-
MRTR,MARITUBA TRANSMISSÃO DE ENERGIA S.A.,MARITUBATRA,-
MBRP,MARKA DO BRASIL EMPREENDIMENTOS E PARTICIPAÇÕES LT,MARKA BRASIL,-
MRZL,MARLIM AZUL ENERGIA S.A.,MARLIM AZUL,-
MLNV,MARLIN NAVEGACAO SA,MARLIN,-
MCSD,MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S.A.,MARTINSDIST,-
MSGT,MATA DE SANTA GENEBRA TRANSMISSAO S.A.,STAGENEBRA,-
MTVL,MATA VELHA ENERGETICA S.A.,MATAVELHA,-
MTSM,MATEUS SUPERMERCADOS S.A.,MATEUS,-
TPNO,MATRINCHA TRANSMISSORA DE ENERGIA TP NORTE S/A,MATRINCHA,-
MATX,MATRIX COMERCIALIZADORA DE ENERGIA ELÉTRICA S.A,MATRIX ENERG,-
MAXE,MAXXIMA ENERGIA LTDA,MAXXIMA ENER,-
MBXP,MB EXPANSAO S.A.,MBEXPANSAO,-
MBSB,MBS BEM ESTAR HOLDING LTDA.,MBS BEM,-
MCFB,MC BRAZIL F&B PARTICIPAÇÕES S.A.,MC BRAZIL F,-
MCBG,MC BRAZIL GALILEO PARTICIPAÇÕES S.A.,MCBRAZILGALI,-
MDLL,MDL REALTY INCORPORADORA S.A.,MDLREALTY,-
MEDR,MEDRAL ENGENHARIA LTDA,MEDRAL ENGEN,-
CASH,MÉLIUZ S.A.,MELIUZ,NM
MELK,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,MELNICK,NM
MHPA,MENTAL HEALTH PARTICIPACOES S.A.,MENTAL HEALT,-
MERA,MERAMA HOLDING BRAZIL LTDA.,MERAMA,-
MERC,MERCANTIL FINANCEIRA S.A.  CRED. FINANC. E INVEST,MERC FINANC,-
MRCS,MERCANTTI EMPREENDIMENTOS IMOBILIARIOS SPE S.A.,MERCANTII,-
MCEX,MERCATO EXPRESS HOLDING DE PARTICIPACAO LTDA.,MERCATO EXPR,-
BBVL,MERCEDEZ BENZ LEASING DO BRASIL ARRENDAMENTO MERCA,MERCEDESBENZ,-
FRIO,METALFRIO SOLUTIONS S.A.,METALFRIO,NM
GOAU,METALURGICA GERDAU S.A.,GERDAU MET,N1
RSUL,METALURGICA RIOSULENSE S.A.,RIOSULENSE,-
MTSA,METISA METALURGICA TIMBOENSE S.A.,METISA,-
MTRB,METROBARRA S.A.,METROBARRA,-
MEZU,MEZ 1 ENERGIA LTDA.,MEZ 1 ENERGI,-
MEZ3,MEZ 3 ENERGIA S.A.,MEZ3ENERGIAS,-
MEZE,MEZ 4 ENERGIA S.A.,MEZ 4 ENERG,-
MEZ5,MEZ 5 ENERGIA S.A.,MEZ5ENERGIAS,-
MEZ6,MEZ 6 Energia Ltda.,MEZ6ENERGIAL,-
MEZT,MEZ T1 TRANSMISSORA E PARTICIPAÇÕES S.A.,MEZT1TRANSMI,-
LYOD,MG3 INFRAESTRUTURA E PARTICIPACOES LTDA,MG3 INFRAEST,-
MLAN,MILANO COMERCIO VAREJISTA DE ALIMENTOS S.A..,MILANOCOMERC,-
MLNP,MILANO ENERGIA PARTICIPACOES E INVESTIMENTOS S/A,MILANO,-
MILS,MILLS LOCAÇÃO. SERVIÇOS E LOGÍSTICA S.A,MILLS,NM
MILO,MILO INVESTIMENTOS SA,MILOINVEST,-
MNAR,MINAS ARENA - GESTAO DE INSTALACOES ESPORTIVAS S.A,MINASARENA,-
MMAQ,MINASMAQUINAS S.A.,MINASMAQUINA,-
MCRB,MINERACAO CARAIBA S.A.,MCARAIBA,-
MMIP,MINERAÇÃO MORRO DO IPÊ S.A,MINERAÇÃO MO,-
BEEF,MINERVA S.A.,MINERVA,NM
MNGN,MINORGAN INDÚSTRIA E COMÉRCIO DE FERTILIZANTES S.A,MINORGAN,-
MGGS,MINUM GENCO GERADORA S.A,MINUM GENCO,-
MNPR,MINUPAR PARTICIPACOES S.A.,MINUPAR,-
MESA,MIRANTE ENERGÉTICA S.A.,MIRANTENERGE,-
MTRE,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,MITRE REALTY,NM
MMSP,MMS PARTICIPACOES S/A,MMSPARTICIPA,-
MMXS,MMX SUDESTE MINERACAO S.A.,MMXSUDESTE,-
MNLT,MNLT S.A.,MNLT SA,-
MOBP,MOB PARTICIPACOES S.A.,MOBPARTICIP,-
MOBS,MOB SERVIÇOS DE TELECOMUNICAÇÕES S.A.,MOB SERVIÇOS,-
MBLY,MOBLY S.A.,MOBLY,NM
M2DA,MODAL PARTICIPACOES LTDA,MODAL PARTIC,-
MFHP,MONTE FORTE HOLDING PARTICIPAÇÕES S.A.,MONTE FORTE,-
MOPA,MONTE PASCOAL HOLDING S.A.,MONTEPASCOAL,-
MRHP,MONTE RODOVIAS HOLDING E PARTICIPAÇÕES SOCIETÁRIAS,MONTE RODOVI,-
MRNH,MONTE RODOVIAS NORDESTE I HOLDING PARTICIPACOES S.,MONTE R NORD,-
MOAR,MONTEIRO ARANHA S.A.,MONT ARANHA,-
MORL,MONTREAL EMPREENDIMENTOS IMOBILIARIOS S.A.,MONTREAL,-
MORI,MORI ENERGIA HOLDING S/A,MORI ENERGIA,-
MRPT,MOROCO PARTICIPACOES E COMERCIO S.A.,MOROCO,-
MORR,MORRINHOS ENERGIAS RENOVAVEIS S/A,MORRINHOS,-
MBBR,MORUMBI DO BRASIL PROJETOS IMOBILIARIOS S/A,MORUMBI BR,-
MOLT,MOTRICE SOLUCOES EM ENERGIA S.A,MOTRICE,-
VCCO,MOTTU I S.A,MOTTU I S.A,-
MDNE,MOURA DUBEUX ENGENHARIA S/A,MOURA DUBEUX,NM
JSLO,MOVIDA GESTAO E TERCEIRIZACAO DE FROTAS S/A,MOVIDAGEST,-
MVLV,MOVIDA LOCACAO DE VEICULOS S.A.,MOVIDALOC,-
MOVI,MOVIDA PARTICIPACOES SA,MOVIDA,NM
MPII,MPD INVESTIMENTOS IMOBILIARIOS LTDA,MPD INV IMOB,-
ESPA,MPM CORPÓREOS S.A.,ESPACOLASER,NM
MRLE,MRL ENGENHARIA E EMPREENDIMENTOS S.A.,MRLENGENHARI,-
MRSA,MRS LOGISTICA S.A.,MRS LOGIST,MB
MRVE,MRV ENGENHARIA E PARTICIPACOES S.A.,MRV,NM
MSPS,MS PARTICIPACOES SOCIETARIAS S.A,MSPARTICIPAC,-
MSBS,MSB SUBHOLDING S.A.,MSB SUBHOLDI,-
MTEC,MTEL TECNOLOGIA SA,MTELTECSA,-
MUDA,MUDAR SPE MASTER EMPREENDIMENTOS IMOBILIARIOS S/A,MUDARSPESA,-
MHSM,MULTIHEMO SERVICOS MEDICOS S/A,MULTIHEMO,-
ELOG,MULTILOG BRASIL S.A.,ELOG,-
MLOG,MULTILOG S.A.,MULTILOG,-
MULT,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,MULTIPLAN,N2
MTTM,MULTITERMINAIS S.A.,MULTITERMINA,-
MNDL,MUNDIAL S.A. - PRODUTOS DE CONSUMO,MUNDIAL,-
MG25,MUSTANG 25 PARTICIPAÇÕES LTDA,MUSTANG 25,-
MUTU,MUTUAL CRÉDITO SOLAR I COMPANHIA SECURITIZADORA,MUTUALCRÉDI,-
MVSA,MV PARTICIPACOES S.A.,MVPARTICIPAC,-
ZEPP,N. ZEPPONE S.A.,NZEPPONESA,-
NLSP,N.O.L.S.P.E. EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,N.O.L.S.P.E.,-
NMHG,NAMPONT HOLDINGS S.A.,NAMPONT,-
NASX,NASCENTES DO XINGU PARTICIPACOES E ADMINISTRACAO S,XINGUPART,-
NATX,NATIXIS BRASIL S/A BANCO MULTIPLO,NATIXISBM,-
NTCO,NATURA &CO HOLDING S.A.,GRUPO NATURA,NM
NATU,NATURA COSMETICOS S.A.,NATURA,-
NTON,NATURAL ONE S/A,NATURALONE,-
NSWR,NAVA SOFTWARE LTDA.,NAVA SOFTW,-
NVIE,NAVI ENERGIAS SUSTENTAVEIS S.A.,NAVIENERGIA,-
NCEN,NC ENERGIA S.A.,NCENERGIA,-
NETA,NECTA GÁS NATURAL S.A.,NECTA,-
NEER,NEERANS EMPREENDIMENTOS E PARTICIPACOES S/A,NEERANS,-
NGSC,NEGRESCO S/A CREDITO FINANCIAMENTO E INVESTIMENTO,NEGRESCOCFI,-
NROD,NEO RODAS S.A.,NEO RODAS,-
NEOA,NEOENERGIA ATIBAIA TRANSMISSAO DE ENERGIA S.A.,NEO ATIBAIA,-
GACU,NEOENERGIA BIGUAÇU TRANSMISSÃO DE ENERGIA S.A.,NEO BIGUACU,-
CEBD,Neoenergia Distribuicao Brasilia S.A,NEOENERGIADI,-
NITA,NEOENERGIA ITABAPOANA TRANSMISSAO DE ENERGIA S/A,NEOENERGIA I,-
NEOE,NEOENERGIA S.A.,NEOENERGIA,NM
ITTE,NEOENERGIA VALE DO ITAJAÍ TRANSMISSÃO DE ENERGIA,NEOENERGIA,-
NGRD,NEOGRID PARTICIPACOES S.A.,NEOGRID,NM
PRBN,NEXA RECURSOS MINERAIS S.A.,NEXA RH,-
NEXP,NEXPE PARTICIPAÇÕES S.A,NEXPE,-
NGEI,NG20 EMPREENDIMENTOS IMOBILIARIOS S/A,NG20 EMPREEN,-
NIBS,NIBS PARTICIPAÇÕES S.A.,NIBS,-
NICN,NICNET TELECOM LTDA.,NICNET,-
NKEM,NK 108 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,NK 108,-
NORD,NORDON INDUSTRIAS METALURGICAS S.A.,NORDON MET,-
NRSA,NORSA REFRIGERANTES S.A.,NORSAREFRISA,-
NRSK,NORSK SOLAR BRASIL 2 S.A,NORSK SOLAR,-
NAMG,NORTE ASSET MANAGEMENT GESTÃO DE RECURSOS S.A.,NORTE ASSET,-
NRTB,NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.,NORTEBR,-
NTEN,NORTE ENERGIA S/A,NORTEENERGIA,-
NHOT,NORTE HOTELARIA S.A.,NORTE HOT,MB
NRTQ,NORTEC QUÍMICA S.A.,NORTCQUIMICA,-
NDMI,NOTRE DAME INTERMEDICA SAUDE S/A,NOTREDAME,-
NIGP,NOVA INFRAESTRUTURA GASODUTOS PARTICIPAÇÕES S.A.,NOVA INFRAES,-
NVPC,NOVA PONTOCOM COMERCIO ELETRONICO SA,PONTOCOM,-
NTSD,NOVA TRANSPORTADORA DO SUDESTE S.A. NTS,NOVANTS,-
NVFE,NOVA VENTO FORMOSO ENERGIAS RENOVAVEIS S.A.,VENTOFORMOSO,-
NVTE,NOVA VENTOS DE TIANGUA ENERGIAS RENOVAVEIS S.A,NVTIANGUA,-
NVTN,NOVA VENTOS DE TIANGUA NORTE ENERGIAS RENOVAVEIS S,TIANGUANORTE,-
NVMC,NOVA VENTOS DO MORRO DO CHAPEU ENERGIAS RENOVAVEIS,CHAPEUENERGI,-
NVPE,NOVA VENTOS DO PARAZINHO ENERGIAS RENOVAVEIS S.A,NOVAVENTOS,-
NBCB,NOVO BANCO CONTINENTAL S.A. BANCO MULTIPLO,NBCBM,-
NCTA,NOVO CARACOL E TAINHAS S.A.,NOVO CARACOL,-
ODCT,NOVONOR S.A. EM RECUPERACAO JUDICIAL,ODEBSA,-
RNPU,NOVOS PARQUES URBANOS S.A.,NOVOSPARQUE,-
NSDI,NS2.COM INTERNET S/A,NS2,-
OSPV,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,OSPINVEST,-
NUFN,NU FINANCEIRA SA SOCIEDADE DE CRED FINANC E INVEST,NUBANK,-
BAHO,NÚCLEO DE ONCOLOGIA DA BAHIA S.A.,NUCLEO BH,-
NFAR,NUFARM INDUSTRIA QUIMICA E FARMACEUTICA S.A.,NUFARM,-
NUTR,NUTRIPLANT INDUSTRIA E COMERCIO S.A.,NUTRIPLANT,MA
NVNI,NUVINI S.A.,NUVINI S.A.,-
OAMS,O.A.M.S.P.E. EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,O.A.M.S.P.E.,-
OASP,OAS S/A - EM RECUPERACAO JUDICIAL,OAS,-
OCHS,OCEAN HOUSES INCORPORACAO IMOBILIARIA S/A,OCEAN,-
OCER,OCEANAIR LINHAS AEREAS S.A,OCEANAIR,-
OPCT,OCEANPACT SERVICOS MARITIMOS S.A.,OCEANPACT,NM
OCRM,OCRIM S.A. PRODUTOS ALIMENTÍCIOS,OCRIMSAPRODU,-
OCTS,OCTANTE SECURITIZADORA S.A.,OCTANTE SEC,-
OCYA,OCYAN S.A.,OCYAN SA,-
ODTB,ODATA BRASIL SA,ODATA,-
FOZM,ODEBRECHT AMBIENTAL - MACAE S.A.,ODEBRECHTMAC,-
ODBA,ODEBRECHT AMBIENTAL S.A.,ODEBRECHTAMB,-
ODEB,ODEBRECHT ENERGIA S.A.,ODEBENER,-
OHPT,ODEBRECHT PARTICIPACOES E INVESTIMENTOS S.A.,ODEBPARTINV,-
ODBS,ODEBRECHT SERVICOS E PARTICIPACOES S/A,ODEBRECHTPAR,-
ODBT,ODEBRECHT TRANSPORT PARTICIPACOES S.A.,ODEBRECHTTRA,-
ODTR,ODEBRECHT TRANSPORT S.A.,ODEBRETRANS,-
ODCF,ODONTOCOMPANY FRANCHISING S.A,ODONTOCOMPA,-
ODPV,ODONTOPREV S.A.,ODONTOPREV,NM
ODYA,ODOYA TRANSMISSORA DE ENERGIA S.A..,ODOYAENERGIA,-
OESD,OEA EOLICA CORREDOR DO SENANDES 2 S.A,EOLICA2,-
OEST,OEA EOLICA CORREDOR DO SENANDES III S.A.,SENANDESIII,-
OESQ,OEA EOLICA CORREDOR DO SENANDES IV S.A.,OEAEOLICAIV,-
OEAR,OEA EOLICA VENTO ARAGANO I S.A.,VENTOARAGANO,-
OFTS,OFFICE TOTAL S.A.,OFFICE T,-
OIBR,OI S.A.,OI,N1
OIWI,OIW INDUSTRIA ELETRONICA SA,OIWINDUSTRIA,-
OBIO,OLEOPLAN S.A - ÓLEOS VEGETAIS PLANALTO,OLEOPLAN,-
OPEI,OLIMPIO PARTICIP. E EMPREEND. IMOBILIÁRIOS LTDA.,OLIMPIO,-
OLIP,OLINDINA PARTICIPAÇÕES S.A,OLINDINA,-
OGDS,OMEGA DESENVOLVIMENTO S.A.,OMEGA DESENV,-
OMNG,OMEGA ENERGIA E IMPLANTACAO 2 S.A.,OMEGA2,-
BPEC,OMNI BANCO S/A,OMNIBM,-
OMTX,OMNI TÁXI AÉREO S.A.,OMNI TAXI AE,-
ZTIX,OMNILINK TECNOLOGIA S.A.,ZATIX TECNOL,-
ONCO,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A.,ONCOCLINICAS,NM
OCMD,ONCOMED CENTRO DE PREVENCAO E TRATAMENTO DE DOENCA,ONCOMED,-
RBRA,OPEA SECURITIZADORA S.A.,OPEA,-
OTPA,OPTIPAR PARTICIPACOES S. A.,OPTIPAR PART,-
ODRP,OR EMPREENDIMENTOS IMOBILIARIOS E PARTICIPACOES S/,ORSA,-
ORBQ,ORBI QUÍMICA S/A,ORBI QUIMICA,-
ORIG,ORIGEM ENERGIA S.A.,ORIGEMENERGI,-
ORIT,ÓRION TRANSMISSÃO S.A.,ORION,-
ORIB,ORIZON BIOMETANO JABOATAO DOS GUARARAPES LIMITADA,ORIZON,-
HZTC,ORIZON MEIO AMBIENTE S.A.,HAZTEC,-
ORMA,ORIZON MEIO AMBIENTE S.A.,ORIZON MA,-
ORVR,ORIZON VALORIZACAO DE RESIDUOS S.A.,ORIZON,NM
OSXB,OSX BRASIL S.A.,OSX BRASIL,NM
OSXN,OSX CONSTRUCAO NAVAL SA-EM REC.JUDICIAL,OSX,-
OTSL,OT SERVIÇOS DE LOGÍSTICA E TRANSPORTES LTDA,OT SERVIÇOS,-
OURI,OURILANDIA DO NORTE TRANSMISSORA DE ENERGIA S/A,OURILANDIA,-
OUSA,OURINHOS SANEAMENTO S.A.,OURINHOS,-
OSEC,OURINVEST SECURITIZADORA SA,OURINVESTSEC,-
OFSA,OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.,OUROFINO S/A,NM
OPGR,OURO PRETO GESTAO DE RECURSOS S.A.,OUROPRETO,-
SNRO,OURO PRETO SERVIÇOS DE SANEAMENTO S.A.  SANEOURO,OURO PRETO S,-
OXYM,OXYMED COMÉRCIO E LOCAÇÃO DE EQUIPAMENTOS MÉDICO H,OXYMED COM,-
PCBU,PACAEMBU CONSTRUTORA S.A.,PACAEMBU CON,-
PACR,PACER TRANSPORTE E LOGISTICA S.A.,PACER,-
PDTC,PADTEC HOLDING S.A.,PADTEC,NM
PADT,PADTEC S.A.,PADTECSA,-
PADP,PADUA IV PARTICIPACOES S.A.,PADUA IV,-
AVTS,PAG S.A MEIOS DE PAGAMENTO,PAG,-
PGSA,PAGRISA PARÁ PASTORIL E AGRICOLA S.A.,PAGRISA,MB
PAMP,PAMPA TRANSMISSAO DE ENERGIA S.A,PAMPAENERGIA,-
PNAT,PANATI HOLDING S.A.,PANATI HOLD,-
PATI,PANATLANTICA S.A.,PANATLANTICA,-
PRBC,PARANA BCO S.A.,PARANA,-
PREQ,PARANA EQUIPAMENTOS S/A,PARANA EQUIP,-
CABP,PARANAGUA SANEAMENTO S/A,PARANAGUA,-
PRTE,PARANAIBA TRANSMISSORA DE ENERGIA S.A.,PARANAIBA,-
PMAM,PARANAPANEMA S.A.,PARANAPANEMA,NM
PTAZ,PARINTINS AMAZONAS TRANSMISSORA DE ENERGIA S.A.,PARINTINS AM,-
PRKE,PARK EMPREENDIMENTOS COMERCIAIS S.A.,PARKEMPREE,-
PGNA,PARNAIBA GAS NATURAL S.A.,PARNAIBAGAS,-
PNBI,Parnaíba I,PARNAIBAI,-
PIIG,Parnaíba II,PARNAIBA II,-
UTEP,PARNAIBA III GERACAO DE ENERGIA S.A.,PARNAIBAIII,-
PRQE,PARQUE DA LAGOA DESENVOLVIMENTO IMOBILIARIO S/A,PARQUEDALAGO,-
PQSS,PARQUE EOLICO ASSURUA II S.A.,ASSURUAII,-
PQAR,PARQUE EOLICO ASSURUA V S.A.,ASSURUA,-
PQER,PARQUE EOLICO ASSURUA VII S.A.,ASSURUAVII,-
PQEL,PARQUE EOLICO LARANJEIRAS III S.A.,LARANJEIRASI,-
PQLR,PARQUE EOLICO LARANJEIRAS IX S.A.,LARANJEIRASI,-
PSAN,PARSAN S.A.,PARSAN,-
PTGE,PARTAGE EMPREENDIMENTOS E PARTICIPACOES S/A,PARTAGE EMPR,-
PHMA,PARTNERS PHARMA PARTICIPACOES S/A,PARTPHARMA,-
PTMA,PATRIMAR ENGENHARIA S.A.,PATRIMAR,-
RAIN,PAU RAINHA GERACAO E COMERCIO DE ENERGIA SPE S/A,PAU RAINHA,-
PPHT,PAULISTA PRAIA HOTEL S.A.,PRAIA HOTEL,MB
PAXA,PAX INVESTIMENTOS EM AEROPORTOS S.A.,PAX INVEST,-
PBAE,PB ADMINISTRADORA DE ESTACIONAMENTOS LTDA,PBADMESTACIO,-
PTBL,PBG S/A,PORTOBELLO,NM
PBHA,PBH ATIVOS S.A.,PBH ATIVOS,MB
PCHV,PCH BV II GERAÇÃO DE ENERGIA S.A.,PCH BV II GE,-
PCHH,PCH HOLDING 2 S.A.,PCHHOLDING,-
PDCP,PDC PARTICIPACOES S.A.,PDCPART,-
PDGS,PDG COMPANHIA SECURITIZADORA,PDG SECURIT,-
PDGR,PDG REALTY S.A. EMPREEND E PARTICIPACOES,PDG REALT,NM
PDLS,PDL 1.0 COMPANHIA SECURITIZADORA DE CREDITOS FINA,PDL10,-
PEAG,PEDRA AGROINDUSTRIAL S.A.,PEDRAAGRO,-
PDCI,PEDRA CHEIROSA I ENERGIA S/A,PEDRAI,-
PCII,PEDRA CHEIROSA II ENERGIA S/A,PEDRAII,-
PELD,PELLEGRINO DISTRIBUIDORA DE AUTOPECAS S.A,PELLEGRINO,-
PQCN,PEQUENA CENTRAL HIDRELETRICA SL S/A,PEQUENACENTR,-
PCRP,PERSONAL CARE PARTICIPAÇÕES S.A.,PERSONALCARE,-
PETZ,PET CENTER COMERCIO E PARTICIPACOES S.A.,PETZ,NM
PTRA,PETRA ENERGIA S/A,PETRA,-
PTGD,PETRA GOLD SERVIÇOS FINANCEIROS S.A.,PETRA GOLD,-
PETR,PETROLEO BRASILEIRO S.A. PETROBRAS,PETROBRAS,N2
PGER,PETROLINA PE 584 GERACAO DE ENERGIA 915 LTDA,PETROLINA PE,-
RECV,PETRORECÔNCAVO S.A.,PETRORECSA,NM
PTNT,PETTENATI S.A. INDUSTRIA TEXTIL,PETTENATI,-
CAGE,PGE - CASCATA GERADORA DE ENERGIA S.A.,PGECASCATA,-
GUGE,PGE - GUARAÚ GERADORA DE ENERGIA S.A.,PGEGUARAÚ,-
PNXT,PHOENIX TOWER PARTICIPACOES S/A,PHOENIX,-
BHYS,PIMCO 0-5 YEAR HIGH YIELD CORP BOND INDEX EXCH-TF,PCOM 0T5 HY,DRE
BLTP,PIMCO 15 YEAR U.S. TIPS INDEX EXCHANGE-TF,PMCO 15 YRTP,DRE
BSTP,PIMCO 1TO5 YEAR U.S. TIPS INDEX EXCHANGE-TF,PMCO 1T5 YRT,DRE
BZRO,PIMCO 25 YEAR ZERO COUPON US TREASUR INDEX EXCH-TF,PCOM 25 YRZC,DRE
BIPZ,PIMCO BROAD U.S. TIPS INDEX EXCHANGE-TF,PMCO BROAD,DRE
BCRP,PIMCO INVESTMENT GRADE CORP BOND INDEX EXCH-TF,PMCO IGR CPI,DRE
BMFE,PIMCO RAFI DYNAMIC MULTI-FACTOR EME ETF,PIMCO MF EME,DRE
PIRP,PIRAPORA II ENERGIAS RENOVAVEIS S.A.,PIRAPORAIIEN,-
PRPO,PIRAPORA II SOLAR HOLDING S.A.,PIRAPORAII,-
PRPA,PIRAPORA III ENERGIAS RENOVAVEIS S.A.,PIRAPORAIIIE,-
OCRM,OCRIM S.A. PRODUTOS ALIMENTÍCIOS,OCRIMSAPRODU,-
OCTS,OCTANTE SECURITIZADORA S.A.,OCTANTE SEC,-
OCYA,OCYAN S.A.,OCYAN SA,-
ODTB,ODATA BRASIL SA,ODATA,-
FOZM,ODEBRECHT AMBIENTAL - MACAE S.A.,ODEBRECHTMAC,-
ODBA,ODEBRECHT AMBIENTAL S.A.,ODEBRECHTAMB,-
ODEB,ODEBRECHT ENERGIA S.A.,ODEBENER,-
OHPT,ODEBRECHT PARTICIPACOES E INVESTIMENTOS S.A.,ODEBPARTINV,-
ODBS,ODEBRECHT SERVICOS E PARTICIPACOES S/A,ODEBRECHTPAR,-
ODBT,ODEBRECHT TRANSPORT PARTICIPACOES S.A.,ODEBRECHTTRA,-
ODTR,ODEBRECHT TRANSPORT S.A.,ODEBRETRANS,-
ODCF,ODONTOCOMPANY FRANCHISING S.A,ODONTOCOMPA,-
ODPV,ODONTOPREV S.A.,ODONTOPREV,NM
ODYA,ODOYA TRANSMISSORA DE ENERGIA S.A..,ODOYAENERGIA,-
OESD,OEA EOLICA CORREDOR DO SENANDES 2 S.A,EOLICA2,-
OEST,OEA EOLICA CORREDOR DO SENANDES III S.A.,SENANDESIII,-
